No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
⚠ WiFi connection timeout (20s). Falling back to AP Setup Mode!
✖ WiFi connection lost
🚀 AP Mode active. SSID: 'Pool-Controller-Setup'. IP: 192.168.4.1
[ 57300][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57308][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57316][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57324][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57332][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57340][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57348][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57356][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57364][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57372][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57380][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57388][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57396][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57404][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57412][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57420][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57428][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57436][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57444][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57452][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57460][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57468][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57476][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57484][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57492][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57500][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57508][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57516][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57524][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57532][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57540][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57548][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57556][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57564][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57572][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57580][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57588][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57596][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57604][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57612][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57620][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57628][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57636][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57644][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57652][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57660][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57668][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57676][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57684][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57692][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57700][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57708][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57716][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57724][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57732][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57740][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57748][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57756][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57764][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57772][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57780][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57788][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57796][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57804][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57812][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57820][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57828][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57836][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57844][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57852][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57860][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57868][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57876][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57884][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57892][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57900][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57908][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57916][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57924][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57932][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57940][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57948][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57956][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57964][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57972][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57980][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57988][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57996][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58004][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58012][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58020][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58028][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58036][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58044][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58052][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58060][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58068][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58076][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58084][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58092][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58100][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58108][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58116][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58124][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58132][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58140][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58148][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58156][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58164][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58172][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58180][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58188][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58196][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58204][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58212][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58220][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58228][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58236][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58244][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58252][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58260][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58268][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58276][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58284][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58292][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58300][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58308][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58316][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58324][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58332][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58340][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58348][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58356][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58364][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58372][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58380][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58388][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58396][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58404][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58412][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58420][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58428][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58436][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58444][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58452][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58460][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58468][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58476][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58484][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58492][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58500][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58508][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58516][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58524][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58532][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58540][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58548][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58556][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58564][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58572][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58580][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58588][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58596][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58604][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58612][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58620][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58628][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58636][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58644][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58652][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58660][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58668][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58676][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58684][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58692][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58700][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58708][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58716][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58724][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58732][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58740][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58748][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58756][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58764][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58772][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58780][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58788][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58796][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58804][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58812][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58820][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58828][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58836][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58844][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58852][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58860][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58868][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58876][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58884][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58892][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58900][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58908][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58916][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58924][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58932][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58940][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58948][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58956][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58964][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58972][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58980][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58988][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 58996][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59004][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59012][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59020][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59028][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59036][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59044][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59052][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59060][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59068][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59076][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59084][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59092][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59100][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59108][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59116][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59124][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59132][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59140][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59148][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59156][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59164][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59172][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59180][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59188][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59196][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59204][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59212][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59220][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59228][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59236][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59244][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59252][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59260][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59268][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59276][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59284][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59292][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59300][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59308][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59316][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59324][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59332][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59340][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59348][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59356][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59364][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59372][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59380][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59388][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59396][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59404][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59412][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59420][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59428][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59436][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59444][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59452][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59460][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59468][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59476][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59484][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59492][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59500][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59508][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59516][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59524][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59532][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59540][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59548][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 59556][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
